# file...... Output/hvac/house_hvac_file_015.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_7C_tm_0_C_7_Meter_34_281:hvac_load,house_0_8C_tm_0_C_8_Meter_34_282:hvac_load,house_0_9C_tm_0_C_9_Meter_34_283:hvac_load,house_0_10C_tm_0_C_10_Meter_34_284:hvac_load,house_0_11C_tm_0_C_11_Meter_34_285:hvac_load,house_0_12C_tm_0_C_12_Meter_34_286:hvac_load,house_0_13C_tm_0_C_13_Meter_34_287:hvac_load,house_0_14C_tm_0_C_14_Meter_34_288:hvac_load,house_0_15C_tm_0_C_15_Meter_34_289:hvac_load,house_2_1A_tm_2_A_1_Meter_35_290:hvac_load,house_2_2A_tm_2_A_2_Meter_35_291:hvac_load,house_2_3A_tm_2_A_3_Meter_35_292:hvac_load,house_2_4A_tm_2_A_4_Meter_35_293:hvac_load,house_2_5A_tm_2_A_5_Meter_35_294:hvac_load,house_2_6A_tm_2_A_6_Meter_35_295:hvac_load,house_2_7A_tm_2_A_7_Meter_35_296:hvac_load,house_2_8A_tm_2_A_8_Meter_35_297:hvac_load,house_2_9A_tm_2_A_9_Meter_35_298:hvac_load,house_2_10A_tm_2_A_10_Meter_35_299:hvac_load,house_2_11A_tm_2_A_11_Meter_35_300:hvac_load
2010-08-16 14:12:00 UTC,+5.61144158358,+3.02188282365,+4.74831759947,+5.17988927395,+6.90668950879,+1.72703280295,+2.15866067351,+0,+0,+6.42716151373,+5.14178796232,+3.4283840796,+0,+4.71329004504,+4.28504250017,+4.71314106227,+5.99869647023,+5.14225137788,+4.28477639222,+2.57130181629
2010-08-16 14:12:30 UTC,+5.61040940687,+3.02132695773,+4.74744417707,+5.17893647265,+6.90541905854,+1.72671510626,+2.15826358582,+1.29500086648,+0,+6.42898480697,+5.14324661227,+3.42935670832,+0,+4.7146271418,+4.28625811689,+4.71447808633,+6.00039821991,+5.14371019997,+4.28599191368,+2.57203129333
2010-08-16 14:13:00 UTC,+5.6102957595,+3.02126215719,+4.74734235712,+5.17882539904,+6.90527095474,+1.72667807049,+2.15821729498,+1.29497309076,+0,+6.43050393507,+5.14446192756,+3.43016708132,+0,+4.71574118161,+4.2872709422,+4.71559206559,+6.00181608057,+5.14492565869,+4.28700465961,+2.57263907768
2010-08-16 14:13:30 UTC,+5.6129174049,+3.02267400828,+4.74956077412,+5.18124543156,+6.90849778796,+1.72748499243,+2.15922701446,+1.29557825803,+0,+6.43166603914,+5.1453916206,+3.4307870012,+2.57296590403,+4.71659340085,+4.28804573425,+4.71644423852,+6.00290071697,+5.14585546143,+4.28777939097,+2.57310402109
2010-08-16 14:14:00 UTC,+5.60990354123,+3.02105093345,+4.74701046492,+5.17846334361,+6.90478819574,+1.7265573488,+0,+1.29488255311,+5.60959065503,+6.43505283953,+5.14809596059,+3.43259025661,+2.5743182513,+4.71907238095,+4.29029949007,+4.71892308397,+6.00605576433,+5.14856012039,+4.29003297026,+2.57445647285
2010-08-16 14:14:30 UTC,+5.610723483,+3.02149250182,+0,+5.17922022925,+6.90579741512,+0,+0,+1.29507182429,+5.61041053979,+0,+5.147796712,+3.43239071747,+2.57416860738,+4.71879806955,+4.29005010083,+4.71864878746,+6.00570664274,+5.14826083649,+4.28978360057,+2.57430681737
2010-08-16 14:15:00 UTC,+5.61085382439,+3.02156269537,+0,+5.17934054696,+6.90595784486,+0,+0,+1.29510191162,+5.61054087212,+0,+5.14248811032,+3.4288509388,+2.57151395851,+4.71393184783,+4.28562599291,+4.71378283015,+5.99951330542,+5.14295160857,+4.2853598392,+2.57165196334
2010-08-16 14:15:30 UTC,+5.61139134235,+3.02185216831,+0,+5.17983672809,+0,+0,+0,+1.29522598956,+5.61107835269,+0,+5.14615884921,+3.43129858962,+2.5733495686,+4.71729669425,+4.28868513089,+4.71714749373,+6.0037958125,+5.14662278049,+4.28841873755,+2.5734877153
2010-08-16 14:16:00 UTC,+5.61379408626,+3.02314613299,+0,+5.18205469333,+0,+0,+2.15956428124,+1.29578062669,+5.61348092956,+0,+0,+3.43123327844,+2.57330058864,+4.71720690937,+4.28860350328,+4.71705771372,+6.00368154149,+5.14652482186,+4.28833711634,+2.57343873155
2010-08-16 14:16:30 UTC,+5.61530505967,+3.02395984694,+0,+5.18344946807,+0,+1.72821989387,+2.16014556553,+1.29612941208,+5.61499179793,+0,+0,+3.43099420781,+2.57312129815,+4.71687825293,+4.2883047065,+4.71672907513,+6.00326325389,+5.14616624559,+4.28803834293,+2.57325942723
2010-08-16 14:17:00 UTC,+5.61620784961,+3.02444603204,+0,+5.18428283059,+0,+1.72849776553,+2.16049287648,+1.2963378075,+5.61589452512,+0,+0,+3.42800865687,+2.57088229114,+4.71277394205,+4.28457328702,+4.7126304946,+5.99803961568,+5.14168829045,+0,+0
2010-08-16 14:17:30 UTC,+5.62235985569,+3.02775911019,+0,+5.18996172778,+0,+1.73039130458,+2.16285960526,+1.29775790508,+5.6220461036,+0,+0,+3.42404275149,+2.5679080697,+4.70732191388,+4.27961659527,+4.70717875008,+5.99110071078,+5.13573992571,+0,+0
2010-08-16 14:18:00 UTC,+5.62071796147,+3.0268748907,+0,+5.18844610047,+0,+1.7298859425,+2.1622279547,+1.29737889865,+5.62040432348,+0,+0,+3.42976096238,+2.5721964286,+4.7151828799,+4.28676336418,+4.71503930721,+6.00110551886,+5.14431653081,+0,+0
2010-08-16 14:18:30 UTC,+5.62081736461,+3.02692842289,+4.75624566168,+0,+6.91822139576,+1.729916538,+2.16226619592,+1.297402295,+5.6205037197,+0,+0,+0,+2.56971301866,+4.71063055543,+4.28262463478,+4.71048721946,+5.99531168481,+5.13934977622,+0,+0
2010-08-16 14:19:00 UTC,+5.62151407838,+3.02730362848,+4.75683521571,+0,+6.9190789408,+1.73013098099,+2.16253422758,+1.29756312094,+5.62120038507,+6.41626894478,+0,+0,+2.56680364406,+4.70529739764,+4.27777601363,+4.70515433926,+5.98852406862,+5.13353110341,+0,+2.56694128449
2010-08-16 14:19:30 UTC,+5.62026153609,+3.02662908907,+4.75577532368,+0,+6.91753725829,+1.72974545833,+2.16205236396,+0,+5.61994792984,+6.40980530742,+5.12789776336,+0,+2.56421782796,+4.70055735312,+4.27346661932,+4.70041454172,+5.98249131947,+5.12835953906,+0,+2.56435526821
2010-08-16 14:20:00 UTC,+5.62062670622,+0,+4.75608432797,+0,+6.91798672529,+1.72985785486,+2.16219284804,+0,+5.62031307456,+6.40717924247,+5.1257968936,+0,+2.56316725519,+4.69863155436,+4.27171578631,+4.69848884338,+5.980040317,+5.12625842106,+0,+2.56330461405
2010-08-16 14:20:30 UTC,+5.61870653899,+0,+4.75445949664,+0,+6.91562330148,+1.72926684247,+2.16145414343,+0,+5.61839304082,+6.40245673445,+5.12201885522,+0,+2.56127798806,+4.69516834981,+4.26856722644,+4.69502581951,+5.97563262751,+5.1224799363,+4.26830241001,+2.56141520053
2010-08-16 14:21:00 UTC,+5.61656222798,+0,+4.75264499651,+0,+6.91298399193,+1.7286068404,+2.16062920884,+0,+5.61624887885,+6.40421750659,+5.12342748484,+3.41614130022,+2.5619823953,+4.69645959465,+4.26974115699,+4.69631699697,+5.97727602056,+5.12388873234,+4.26947624851,+2.56211966236
2010-08-16 14:21:30 UTC,+5.6128921275,+0,+4.74953938458,+5.18122209808,+6.90846667547,+0,+2.15921729006,+1.29557287251,+5.61257903351,+6.40805052537,+5.12649392583,+3.41818600548,+2.56351581704,+4.69927050106,+4.27229668239,+4.69912775677,+5.98085351721,+5.12695553563,+4.2720315735,+2.5636532029
2010-08-16 14:22:00 UTC,+5.61086695437,+0,+4.74782569801,+5.1793526672,+6.90597400581,+0,+2.15843818875,+1.29510539154,+5.61055400118,+6.40904779688,+5.1272917498,+3.41871799513,+2.56391478139,+4.70000184026,+4.27296157679,+4.69985905783,+5.98178430718,+5.12775345386,+4.27269641575,+2.56405219816
2010-08-16 14:22:30 UTC,+5.60717800753,+0,+4.74470413839,+5.17594741212,+6.90143349229,+0,+2.15701901951,+1.29425385322,+5.60686531086,+6.41517270056,+5.13219171427,+3.42198529505,+2.56636508513,+4.70449347778,+4.27704513281,+4.70435046128,+5.98750090379,+5.13265399706,+4.27677965161,+2.56650269163
2010-08-16 14:23:00 UTC,+5.60722351071,+0,+4.74474264285,+5.17598941597,+6.90148949956,+0,+0,+1.29426435697,+5.60691081086,+6.41716082567,+5.13378222784,+3.42304585059,+2.56716044624,+4.70595144966,+4.27837064266,+4.70580835723,+5.98935649366,+5.13424469841,+4.27810505758,+2.56729811428
2010-08-16 14:23:30 UTC,+5.60461844964,+0,+4.74253825935,+5.17358469237,+6.89828307893,+1.72493063882,+0,+1.29366301746,+5.60430593097,+6.4252585903,+5.14026049455,+3.42736556317,+2.57040000452,+0,+4.28376953176,+4.71174646375,+5.99691443348,+5.14072372987,+4.28350352354,+2.5705379232
2010-08-16 14:24:00 UTC,+5.60431316057,+3.0180403107,+4.74227992599,+5.17330288101,+6.89790731608,+1.72483667323,+0,+1.29359254604,+5.60400066313,+6.42415599621,+5.1393784118,+3.42677738985,+2.5699589053,+0,+4.2830344174,+4.71093792934,+5.99588534211,+5.13984154303,+4.28276846677,+2.57009678987
2010-08-16 14:24:30 UTC,+5.60512122878,+3.01847548474,+4.74296370736,+5.1740488062,+6.89890192101,+1.72508539033,+0,+1.29377907653,+5.60480867514,+6.42634857825,+5.14113249233,+3.42794701183,+2.57083606059,+0,+4.28449624145,+4.71254575406,+5.99793175909,+5.14159583056,+4.28423017629,+2.57097401299
2010-08-16 14:25:00 UTC,+5.60399209421,+3.01786740481,+4.74200824199,+5.17300650567,+6.89751213385,+1.72473785149,+2.1557933715,+1.29351843264,+5.6036796191,+6.42815896987,+5.14258081793,+3.42891275623,+2.57156031836,+0,+0,+4.7138733178,+5.99962146377,+5.14304432706,+4.28543709427,+2.57169832675
2010-08-16 14:25:30 UTC,+5.60313425928,+3.01740542957,+4.74128234839,+5.17221464097,+6.89645627391,+1.72447381657,+2.15546335508,+1.29332041424,+5.60282184384,+6.43038470079,+5.14436141782,+3.43010006134,+2.57245073507,+0,+0,+4.71550545071,+6.00169881981,+5.14482513707,+4.28692090289,+2.57258881231
2010-08-16 14:26:00 UTC,+0,+3.01882164482,+4.74350762263,+5.1746421539,+6.89969308151,+1.72528323285,+2.15647504196,+1.29392745259,+5.60545140993,+6.43095874835,+5.14482065977,+3.43040628412,+2.57268038614,+0,+0,+4.71592640093,+6.00223459938,+5.14528443318,+4.28730359817,+2.57281848113
2010-08-16 14:26:30 UTC,+0,+3.01885204211,+4.74355538538,+5.17469425746,+6.89976255557,+1.72530060595,+2.15649675655,+1.2939404819,+5.60550785032,+6.42993045621,+5.14399801907,+3.42985774686,+2.57226901188,+0,+0,+4.71517235225,+6.00127485673,+5.14446169546,+4.28661807562,+0
2010-08-16 14:27:00 UTC,+0,+3.01872735484,+4.74335946643,+5.17448053289,+6.89947757859,+1.72522934286,+2.15640768502,+1.29388703668,+5.60527633644,+6.4353472588,+5.14833149801,+3.43274731306,+2.57443603543,+0,+0,+4.71914450445,+6.00633055659,+5.14879568557,+4.29022924819,+0
2010-08-16 14:27:30 UTC,+0,+3.01907824109,+4.74391080789,+5.17508198169,+6.90027954096,+1.72542988654,+2.15665834395,+1.29403743853,+5.60592784664,+6.43432699068,+5.14751527657,+3.4322030562,+2.57402787123,+4.71854008688,+0,+4.71839633977,+6.00537830306,+5.1479793679,+4.28954907493,+0
2010-08-16 14:28:00 UTC,+0,+3.01957093413,+4.74468496784,+5.1759264993,+6.90140560746,+1.72571147775,+2.15701030392,+0,+5.60684265736,+6.42972850215,+5.14383645444,+3.42975001544,+2.57218821896,+4.71516783084,+0,+4.71502425894,+6.00108636563,+5.14430011175,+4.28648344067,+0
2010-08-16 14:28:30 UTC,+0,+3.01981444143,+4.7450675866,+5.17634389145,+6.90196215159,+0,+2.15718425568,+0,+5.607294791,+6.42782589055,+5.14231435221,+3.42873507674,+2.57142706803,+4.71377256945,+0,+4.71362907008,+5.99931058866,+5.14277782991,+4.28521504318,+0
2010-08-16 14:29:00 UTC,+0,+3.02109582026,+4.7470809948,+5.17854028342,+6.90489078607,+0,+2.15809962084,+0,+5.60967399892,+6.42712628412,+5.14175466232,+3.42836187522,+2.57114718641,+4.71325952001,+0,+4.7131160473,+5.9986576204,+5.14221807401,+4.28474864267,+2.57128516288
2010-08-16 14:29:30 UTC,+5.60930917761,+3.02073084708,+4.74650751881,+5.17791468844,+6.90405662757,+0,+2.15783889878,+0,+5.60899633275,+6.42748595606,+5.14204240232,+3.42855374044,+2.57129107528,+4.71352328186,+4.28525454664,+4.71337979544,+5.99899331538,+5.14250584798,+4.28498842203,+2.57142906288
2010-08-16 14:30:00 UTC,+5.61072455658,+3.02149307998,+4.74770520206,+5.17922122026,+6.90579873653,+0,+2.1583834071,+1.29507252113,+5.61041161331,+6.42279272904,+5.13828778879,+3.42605016172,+2.56941352227,+4.71008155027,+4.28212550875,+4.70993824286,+0,+5.1387507913,+4.28185962935,+2.56955136466
2010-08-16 14:30:30 UTC,+5.61051222483,+3.02137873164,+4.7475255285,+5.1790252175,+6.90553738954,+1.72674469685,+2.15830172128,+1.29502350752,+5.61019929631,+6.42464837283,+5.13977231644,+3.42704004569,+2.57015588344,+4.71144236828,+4.28336269153,+0,+0,+5.14023549414,+4.28309671519,+2.57029378324
2010-08-16 14:31:00 UTC,+5.60861327715,+3.02035607946,+4.74591865297,+5.17727230494,+6.90320008353,+1.7261602156,+2.15757117997,+1.29458516381,+5.60830048066,+6.4293340779,+5.14352091235,+3.42953961175,+2.5720304272,+4.71487858372,+4.2864867144,+0,+0,+5.1439845324,+4.28622049329,+2.57216847194
2010-08-16 14:31:30 UTC,+5.61049966097,+3.02137196554,+4.74751489705,+5.17901361984,+6.9055219254,+1.72674082979,+0,+1.29502060734,+5.61018673333,+6.42854874976,+5.1428926445,+3.42912068242,+2.57171625211,+4.7143026711,+4.28596312554,+0,+0,+5.14335619046,+4.28569694543,+2.57185427257
2010-08-16 14:32:00 UTC,+5.61358553343,+3.02303381971,+4.75012613955,+5.18186217888,+6.9093201491,+1.72769063715,+0,+1.29573293489,+0,+6.43330852881,+5.14670050014,+3.43165976279,+2.57362042959,+4.71779320796,+4.28913653455,+0,+0,+5.14716449534,+4.28887010583,+2.57375859723
2010-08-16 14:32:30 UTC,+5.6137902979,+3.02314409282,+4.75029940974,+5.18205119631,+6.90957218197,+1.72775366208,+0,+1.29578020173,+0,+6.43354416302,+5.1468890091,+3.43178546062,+2.5737146964,+4.71796600796,+4.28929363502,+0,+0,+0,+4.28902719403,+2.57385287131
2010-08-16 14:33:00 UTC,+5.61521507494,+3.0239113869,+4.75150504556,+5.18336640346,+6.91132585843,+1.72819219727,+0,+1.29610909021,+0,+6.4360600864,+5.14890176495,+3.43312756742,+0,+4.71981103547,+4.29097103517,+0,+0,+0,+4.29070446276,+2.574859459
2010-08-16 14:33:30 UTC,+5.6144301414,+0,+4.75084084059,+5.18264183381,+6.91035972869,+1.72795060088,+2.15980897705,+1.29592790003,+0,+6.4391701826,+5.1513898631,+3.4347866326,+0,+4.72209179372,+4.29304457833,+0,+0,+0,+4.29277784352,+2.57610376728
2010-08-16 14:34:00 UTC,+5.61304461434,+0,+4.74966841782,+5.1813628582,+6.90865436279,+1.72752414653,+2.15927595304,+1.29560807182,+0,+6.44108999514,+5.15292572622,+3.43581074691,+0,+4.72349966924,+4.29432454329,+0,+0,+0,+4.29405770826,+2.5768718588
2010-08-16 14:34:30 UTC,+5.61343146931,+0,+4.74999577164,+5.18171996278,+6.90913052041,+1.72764321744,+2.15942477942,+1.2956973715,+0,+6.44619533398,+5.15701003211,+3.43853416411,+0,+4.72724361892,+4.29772834169,+0,+0,+0,+4.29746124013,+2.57891443711
2010-08-16 14:35:00 UTC,+5.6140756435,+0,+4.75054086709,+5.18231459793,+6.90992339753,+0,+2.15967259871,+1.2958460695,+0,+6.44215565223,+5.15377825915,+3.43637921629,+0,+4.72428115831,+4.29503503127,+4.72413711321,+6.01268507901,+0,+0,+2.57729821406
2010-08-16 14:35:30 UTC,+5.61386661202,+0,+4.75036398619,+5.18212164163,+6.90966611265,+0,+2.15959218252,+1.2957978177,+0,+6.44104180761,+5.15288717586,+3.43578504152,+0,+4.72346433139,+4.29429241601,+4.72332032866,+6.01164548712,+0,+0,+2.57685257961
2010-08-16 14:36:00 UTC,+5.61049234159,+0,+4.74750870345,+5.17900686335,+6.90551291639,+0,+2.15829407203,+1.29501891777,+5.61017941446,+6.44424151456,+0,+3.43749190902,+2.57799423444,+4.7258108048,+4.29642570387,+4.72566668036,+6.01463189055,+0,+0,+0
2010-08-16 14:36:30 UTC,+5.60842320057,+0,+4.74575781157,+5.17709684586,+6.90296612915,+0,+2.15749805588,+0,+5.60811041731,+6.44191522775,+0,+0,+2.57706358982,+4.7241048454,+4.29487473702,+4.72396080944,+6.01246068206,+0,+0,+0
2010-08-16 14:37:00 UTC,+5.60848089657,+0,+4.7458066335,+5.17715010485,+6.90303714385,+1.72611946988,+2.15752025202,+0,+5.6081681093,+6.43680843345,+0,+0,+2.57502058691,+4.72035982837,+4.29146996825,+4.72021598677,+6.0076943243,+0,+0,+0
2010-08-16 14:37:30 UTC,+5.61161617125,+3.02197324679,+4.74845967981,+5.18004426692,+6.90689617396,+1.7270844829,+2.15872641883,+0,+5.61130316599,+6.4267369305,+0,+0,+2.57099142322,+4.71297399138,+4.28475516118,+4.71283053352,+5.99829422244,+0,+0,+0
2010-08-16 14:38:00 UTC,+5.61001789599,+3.02111251764,+4.74710723109,+5.17856890413,+6.90492894847,+1.72659254631,+2.15811154879,+0,+5.60970500183,+6.42577790254,+0,+0,+2.57060775841,+4.71227069772,+4.28411576424,+4.71212727644,+5.99739912659,+5.14113923221,+0,+2.57074569315
2010-08-16 14:38:30 UTC,+5.60965156925,+3.0209152374,+4.74679724809,+5.17823074908,+6.90447805785,+1.72647979379,+2.15797061976,+1.29482483803,+5.60933870058,+6.42477558296,+0,+0,+2.57020677459,+4.71153565657,+4.28344750423,+4.71139227352,+5.99646362507,+5.14033727511,+0,+2.57034467833
2010-08-16 14:39:00 UTC,+5.60917925914,+3.02066088127,+4.74639758275,+5.17779476111,+0,+1.72633442043,+2.15778891804,+1.29471581229,+5.6088664233,+6.42060888726,+0,+3.42488520209,+2.56853986354,+4.70848005151,+4.28066951192,+4.70833682744,+5.99257469562,+5.13700349679,+4.28040374664,+2.56867763833
2010-08-16 14:39:30 UTC,+5.61052115011,+3.02138353823,+4.74753308101,+5.1790334564,+0,+1.72674744399,+0,+1.2950255678,+5.61020822097,+6.41869913812,+5.13501288825,+3.4238664558,+2.56777585717,+4.70707955588,+4.27939625636,+4.70693640471,+5.99079225693,+5.13547550412,+4.27913059088,+2.56791357284
2010-08-16 14:40:00 UTC,+5.60750857837,+3.01976115909,+4.744983865,+5.17625256101,+0,+1.72582019793,+0,+1.29433016057,+5.60719585871,+6.42481932155,+5.13990907657,+3.42713123743,+2.57022427247,+0,+4.28347666534,+4.71142434711,+5.99650444789,+5.14037227041,+4.28321068007,+2.57036217756
2010-08-16 14:40:30 UTC,+5.60489106241,+3.0183515318,+4.74276894227,+5.17383634036,+0,+1.72501454691,+0,+1.29372594605,+5.60457852478,+0,+5.14436460793,+3.43010218849,+2.57245233033,+0,+4.28718983748,+4.71550837483,+6.00170254158,+5.14482832754,+4.28692356127,+2.57259040768
2010-08-16 14:41:00 UTC,+5.60740886362,+3.01970745906,+4.74489948711,+0,+0,+1.72578950648,+0,+1.29430714289,+5.60709615092,+0,+5.14506545599,+3.43056951444,+2.57280280034,+0,+4.28777391362,+4.71615078595,+6.00252019351,+5.14552925834,+4.28750759163,+2.5729409048
2010-08-16 14:41:30 UTC,+5.61026398294,+3.02124504437,+4.74731546804,+0,+0,+1.72666828993,+2.15820622051,+1.29496620458,+5.60995107169,+0,+5.14765158596,+3.43229394738,+2.57409603487,+0,+4.28992915502,+4.71852128365,+6.00553732989,+5.14811569337,+4.28966266421,+2.57423423926
2010-08-16 14:42:00 UTC,+5.61358839544,+3.02303536103,+4.75012856137,+0,+6.9093236718,+0,+2.15948515024,+1.29573359556,+5.61327525304,+0,+5.14953104373,+3.43354717079,+2.57503588692,+0,+4.29149546652,+4.72024403172,+6.00773001951,+5.14999537276,+4.29122885306,+2.57517416391
2010-08-16 14:42:30 UTC,+5.61283257787,+3.02262832587,+4.74948899412,+0,+6.90839337923,+0,+2.15919438081,+1.29555912637,+5.61251948802,+0,+5.14798650159,+3.43251726925,+2.5742635146,+0,+4.29020826858,+4.71882827393,+6.00592806281,+5.14845064845,+4.28994175594,+2.57440173192
2010-08-16 14:43:00 UTC,+5.61695411686,+3.02484792399,+4.75297660998,+0,+6.91346634549,+0,+2.1607799718,+1.29651052204,+5.61664074049,+0,+5.14647898287,+3.43151205494,+2.57350965643,+0,+4.28895192542,+4.71744645256,+6.00416929988,+5.14694295193,+4.28868551117,+2.5736478155
2010-08-16 14:43:30 UTC,+5.62031292463,+3.02665676367,+4.75581880829,+0,+6.9176005095,+0,+2.16207213357,+1.29728585257,+5.61999931481,+0,+5.14679256315,+3.43172115048,+2.57366646714,+0,+4.28921325847,+4.7177338864,+6.00453514167,+5.14725656923,+4.28894682373,+2.57380463834
2010-08-16 14:44:00 UTC,+5.62324847837,+3.02823766569,+4.75830285214,+0,+6.9212137143,+1.73066481562,+2.16320146591,+1.29796348121,+5.62293466452,+0,+5.14722809306,+3.43201156203,+2.57388426063,+4.71827683515,+4.28957622246,+4.71813310172,+6.00504325734,+5.14769215048,+4.28930975931,+2.57402244865
2010-08-16 14:44:30 UTC,+5.62572621907,+3.02957201877,+0,+5.19306920706,+6.92426342324,+1.73142744463,+2.16415467365,+0,+5.62541223305,+6.42399959946,+5.13925329333,+3.42669396078,+2.56989633787,+4.71096659676,+4.28293014557,+4.7108232433,+5.9957393713,+5.13971640981,+4.28266420311,+2.5700342176
2010-08-16 14:45:00 UTC,+5.62940165853,+3.03155137598,+0,+5.19646199349,+6.92878731081,+1.73255871579,+2.16556864617,+0,+5.62908741713,+6.4223940222,+5.13796882061,+3.4258374735,+2.56925401725,+4.70978916255,+4.2818596855,+4.70964587036,+5.99424082734,+5.13843178545,+4.28159382694,+0
2010-08-16 14:45:30 UTC,+5.62617326992,+3.02981277183,+0,+5.19348187827,+6.92481367248,+1.73156504333,+2.16432665787,+0,+5.62585925284,+6.42391894712,+5.13918877092,+3.42665093721,+2.56986407244,+4.71090745116,+4.28287637358,+4.71076410078,+5.99566409553,+5.13965187979,+4.28261043532,+0
2010-08-16 14:46:00 UTC,+5.62491133791,+3.02913317576,+0,+5.19231699287,+6.92326043276,+1.73117663064,+2.16384118199,+0,+5.62459740852,+6.42413938877,+5.13936512573,+3.42676853065,+2.56995226138,+4.71106910986,+4.28302334497,+4.71092575107,+5.99586984177,+5.13982825537,+4.28275739523,+0
2010-08-16 14:46:30 UTC,+5.62384778598,+0,+0,+5.19133523147,+6.92195136766,+1.73084927775,+2.16343202458,+1.29810182238,+5.6235339305,+6.42797282355,+5.14243189962,+3.42881345749,+2.57148584948,+4.71388032132,+4.28557914778,+4.71373681633,+5.99944772661,+5.14289539125,+4.28531299773,+0
2010-08-16 14:47:00 UTC,+5.6215482859,+0,+0,+5.1892125703,+6.91912104488,+1.7301415098,+2.16254738751,+1.29757101723,+5.62123459021,+6.43257280787,+5.14611191837,+3.43126729612,+2.57332610011,+4.71725367428,+4.28864601944,+4.717109994,+6.00374106013,+5.14657584413,+4.28837962916,+2.573464245
2010-08-16 14:47:30 UTC,+5.61960141187,+0,+0,+5.18741541709,+6.91672474923,+1.72954227731,+0,+1.2971216105,+5.61928785149,+6.4310526565,+5.14489578692,+3.43045637892,+2.57271795463,+4.71613888632,+4.28763251396,+4.71599526396,+6.00232224728,+5.14535956917,+4.2873662031,+2.57285605251
2010-08-16 14:48:00 UTC,+0,+0,+0,+5.18516188887,+6.91371993032,+1.72879087371,+0,+1.29655807991,+5.61684675155,+6.43289587688,+5.14637037578,+3.43143963567,+2.57345534576,+4.71749059375,+4.28886141392,+4.71734690115,+6.00404259224,+5.14683433203,+4.28859500676,+2.57359350064
2010-08-16 14:48:30 UTC,+0,+0,+0,+5.17963342694,+6.90634836642,+0,+0,+1.29517559999,+5.61085812985,+6.43766381408,+5.15018475802,+3.43398306787,+2.57536278693,+4.72098711329,+4.29204026208,+4.72084323912,+6.00849268231,+5.15064916417,+4.29177360593,+2.57550108918
2010-08-16 14:49:00 UTC,+0,+0,+4.74522261331,+5.17651300739,+6.90218764812,+0,+0,+1.29439528934,+5.60747798325,+6.44007199179,+5.1521113166,+3.43526769815,+2.5763261925,+4.72275312657,+4.2936458267,+4.72260916074,+6.01074032258,+5.15257594994,+4.29337904482,+2.57646456916
2010-08-16 14:49:30 UTC,+0,+0,+4.74307690815,+5.17417229498,+6.899066579,+0,+2.15627922421,+1.29380995686,+5.60494244247,+6.44008935915,+5.1521252106,+3.43527696271,+2.57633314043,+4.72276586275,+4.29365740576,+4.72262189625,+6.01075653216,+5.15258984562,+4.29339062296,+2.57647151763
2010-08-16 14:50:00 UTC,+0,+0,+4.74205836931,+5.17306118868,+6.89758504733,+0,+2.15581616113,+1.29353210701,+5.60373885362,+6.43522400858,+5.14823289699,+3.43268156583,+2.57438672845,+4.71919790608,+0,+4.71905412481,+6.00621552266,+5.1486970729,+4.29014708204,+2.57452495528
2010-08-16 14:50:30 UTC,+0,+3.01889419218,+4.74362161504,+5.17476650624,+6.89985889096,+1.72532469619,+2.15652686686,+1.29395854887,+5.60558611269,+6.43518353209,+5.14820051552,+3.43265997388,+2.57437053561,+4.71916822304,+0,+4.71902444332,+6.00617774447,+5.14866468764,+4.29012009793,+2.5745087612
2010-08-16 14:51:00 UTC,+0,+3.02154623721,+4.74778872711,+5.17931233629,+6.9059202292,+1.72684043209,+2.15842138048,+1.29509530614,+5.61051031336,+6.43394195511,+5.14720724549,+3.43199766092,+2.57387383551,+4.71825772486,+0,+4.71811399241,+0,+5.1476713005,+4.28929238662,+2.57401202274
2010-08-16 14:51:30 UTC,+5.61064507657,+3.02145027713,+4.74763794667,+5.17914785252,+6.90570090915,+1.7267855876,+2.1583528305,+1.29505417438,+5.61033213879,+6.43417855535,+5.14739652729,+3.43212387408,+0,+4.7184312333,+0,+4.71828749185,+0,+5.14786060458,+0,+2.57410668332
2010-08-16 14:52:00 UTC,+5.61003279909,+3.0211205435,+4.74711984198,+5.17858266113,+6.90494729184,+1.72659713337,+2.15811728213,+0,+0,+6.43218423835,+5.1458010601,+3.43106001561,+0,+4.71696872067,+0,+4.71682505519,+0,+5.14626494915,+0,+2.57330878344
2010-08-16 14:52:30 UTC,+5.61518097321,+3.02389302188,+4.75147618892,+5.18333492425,+6.91128388455,+1.72818170103,+2.16009782842,+0,+0,+6.42997645738,+5.1440348203,+0,+0,+4.71534966635,+0,+4.715206085,+0,+5.14449850099,+0,+2.57242547949
2010-08-16 14:53:00 UTC,+5.61613119857,+3.02440475268,+4.75228026261,+5.18421207426,+6.91245346252,+1.72847417294,+2.16046338817,+0,+0,+6.43591712201,+5.14878739246,+0,+0,+4.71970619395,+0,+0,+0,+5.14925163378,+0,+2.5748022608
2010-08-16 14:53:30 UTC,+5.61714879235,+3.0249527638,+4.75314134294,+5.18515141183,+6.9137059604,+1.72878738031,+2.16085486511,+0,+0,+6.43247156377,+5.1460309224,+0,+0,+4.71717942792,+0,+0,+0,+5.1464948386,+0,+0
