# file...... Output/overheaadline_power_losses.csv
# date...... Mon Mar 26 16:02:46 2018
# user...... yingying
# host...... (null)
# group..... class=overhead_line AND groupid=Distribution_Line
# trigger... (none)
# interval.. 30
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2010-08-16 01:33:00 UTC,+13603.6791141
2010-08-16 01:33:30 UTC,+12312.4314027
2010-08-16 01:34:00 UTC,+9300.14031369
2010-08-16 01:34:30 UTC,+6988.40295075
2010-08-16 01:35:00 UTC,+6618.21618291
2010-08-16 01:35:30 UTC,+17097.4582685
2010-08-16 01:36:00 UTC,+18316.2881553
2010-08-16 01:36:30 UTC,+19116.370147
2010-08-16 01:37:00 UTC,+18735.5476389
2010-08-16 01:37:30 UTC,+17189.168052
2010-08-16 01:38:00 UTC,+15872.6700142
2010-08-16 01:38:30 UTC,+12975.8356202
2010-08-16 01:39:00 UTC,+10643.0020238
2010-08-16 01:39:30 UTC,+9165.77829234
2010-08-16 01:40:00 UTC,+6801.68450888
2010-08-16 01:40:30 UTC,+14276.2445044
2010-08-16 01:41:00 UTC,+13847.0490622
2010-08-16 01:41:30 UTC,+13214.015896
2010-08-16 01:42:00 UTC,+13827.0599371
2010-08-16 01:42:30 UTC,+12600.4048069
2010-08-16 01:43:00 UTC,+12354.044379
2010-08-16 01:43:30 UTC,+10872.1538991
2010-08-16 01:44:00 UTC,+9543.67762182
2010-08-16 01:44:30 UTC,+7568.81590724
2010-08-16 01:45:00 UTC,+6697.27154465
2010-08-16 01:45:30 UTC,+17020.9060538
2010-08-16 01:46:00 UTC,+17381.8740887
2010-08-16 01:46:30 UTC,+16784.0414989
2010-08-16 01:47:00 UTC,+17569.3848166
2010-08-16 01:47:30 UTC,+16221.2287875
2010-08-16 01:48:00 UTC,+15260.8964687
2010-08-16 01:48:30 UTC,+13589.0832466
2010-08-16 01:49:00 UTC,+10228.9045637
2010-08-16 01:49:30 UTC,+9014.09480296
2010-08-16 01:50:00 UTC,+8359.0508703
2010-08-16 01:50:30 UTC,+14266.209852
2010-08-16 01:51:00 UTC,+13261.3356892
2010-08-16 01:51:30 UTC,+13343.9020533
2010-08-16 01:52:00 UTC,+12949.8330829
2010-08-16 01:52:30 UTC,+12322.5202973
2010-08-16 01:53:00 UTC,+11398.3132607
2010-08-16 01:53:30 UTC,+9932.97028113
2010-08-16 01:54:00 UTC,+9077.32092773
2010-08-16 01:54:30 UTC,+8012.9402071
2010-08-16 01:55:00 UTC,+7720.23038209
2010-08-16 01:55:30 UTC,+12974.7596975
2010-08-16 01:56:00 UTC,+12306.8324284
2010-08-16 01:56:30 UTC,+12822.7479502
2010-08-16 01:57:00 UTC,+12388.6020537
2010-08-16 01:57:30 UTC,+11068.8194671
2010-08-16 01:58:00 UTC,+10477.0330199
2010-08-16 01:58:30 UTC,+9097.65844329
2010-08-16 01:59:00 UTC,+7779.96292186
2010-08-16 01:59:30 UTC,+6617.37160258
2010-08-16 02:00:00 UTC,+5387.24868664
