market_id,house_name,bid_price,bid_quantity,state,Q_min,Q_max,P_min,P_max
8,house_3_3B_tm_3_B_3_Meter_77_926,32.0893512822,4.77482043214,OFF,0,4.77482043214,26.8913890307,37.2873135337
8,house_3_10A_tm_3_A_10_Meter_82_978,22.8429270244,2.6043929496,OFF,0,2.6043929496,3.15182914015,42.5340249086
8,house_3_3A_tm_3_A_3_Meter_88_1040,14.805988476,2.59999538206,OFF,0,2.59999538206,0,29.6119769521
8,house_3_1C_tm_3_C_1_Meter_103_1167,18.9672495577,3.03587541232,OFF,0,3.03587541232,0,37.9344991154
8,house_3_14A_tm_3_A_14_Meter_82_982,16.0378776775,1.73626250372,OFF,0,1.73626250372,0,32.075755355
8,house_3_15A_tm_3_A_15_Meter_63_696,30.8692183816,2.97964122575,OFF,0,2.97964122575,22.0562570326,39.6821797307
8,house_3_4A_tm_3_A_4_Meter_112_1253,15.9840212704,6.04930208783,OFF,0,6.04930208783,7.39407068019,24.5739718605
8,house_3_7A_tm_3_A_7_Meter_109_1233,22.5070472211,3.89284656435,OFF,0,2.54790357401,0,45.0140944421
8,house_3_21C_tm_3_C_21_Meter_66_765,17.7345022171,1.27837036543,OFF,0,1.27837036543,0,35.4690044342
8,house_3_5B_tm_3_B_5_Meter_86_1019,33.9680171203,2.60213037838,OFF,0,2.60213037838,27.5424037494,40.3936304913
8,house_3_4B_tm_3_B_4_Meter_77_927,31.0358340466,3.47251530397,OFF,0,3.47251530397,22.1555947984,39.9160732948
8,house_3_4B_tm_3_B_4_Meter_80_957,24.6889260384,6.0744107024,OFF,0,6.0744107024,19.5241887671,29.8536633097
8,house_3_5A_tm_3_A_5_Meter_109_1231,33.2708542315,5.19038937368,ON,0,5.19038937368,24.2177664989,42.3239419641
8,house_3_8A_tm_3_A_8_Meter_71_811,36.1169980091,5.19952507313,OFF,0,5.19952507313,34.9841194199,37.2498765983
8,house_3_8A_tm_3_A_8_Meter_63_689,39.4446493892,2.1290484062,ON,0,2.1290484062,21.8249848949,57.0643138835
8,house_3_1A_tm_3_A_1_Meter_109_1227,40.9498749409,3.02830024516,ON,0,3.02830024516,38.021144164,43.8786057178
8,house_3_3C_tm_3_C_3_Meter_73_821,28.8715635775,5.20540986378,OFF,0,5.20540986378,21.693612447,36.0495147079
8,house_3_6A_tm_3_A_6_Meter_69_786,35.1990029066,3.03688492124,OFF,0,3.03688492124,27.781549924,42.6164558892
8,house_3_17C_tm_3_C_17_Meter_76_923,31.9799869442,6.07799737052,OFF,0,6.07799737052,27.5684377713,36.3915361171
