Cleared_time,market_id,ACOPF_solved,cleared_price_18,cleared_price_57,cleared_quantity_18 (kW),cleared_quantity_57 (kW),DG_7_output (kW),DG_152_output (kW),DG_18_output (kW),DG_57_output (kW),DG_56_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads (kW)
2018-01-28-10:07:47,164,True,21.4737494957,19.5708501016,1242.75721126,1845.91337857,50.0,30.0,20.0,20.0,40.0,-81.3934737565,5842.3502195,5842.3502195,2297.972138204964
2018-01-28-10:12:47,165,True,21.5198216259,19.3386501956,1242.89035001,1846.21083034,50.0026912745,30.0667497154,20.0038756695,20.0118510053,40.0022646435,-83.3669383479,5884.8473259,5884.8473259,2309.330551909295
2018-01-28-10:17:47,166,True,21.3135602776,20.1369349402,1241.96839032,1843.47784425,50.0240659661,30.3218750381,20.0287400359,20.1003139054,40.0193793851,-82.8445237549,5873.5300239,5873.5300239,2308.747532302076
2018-01-28-10:22:47,167,True,21.6210275834,19.8333216779,1243.44394945,1847.5092873,50.0,30.0004621074,20.0,20.0,40.0,-82.123050034,5825.8437139,5825.8437139,2333.4218871424187
2018-01-28-10:27:47,168,True,21.6698777197,20.0850977714,1243.97470458,1847.02323724,50.0,30.0013866944,20.0,20.0000938972,40.0,-84.5384788783,5897.9580761,5897.9580761,2315.9723503543555
2018-01-28-10:32:47,169,True,21.9893064224,20.1943601261,1243.97978368,1845.98526587,50.0003652498,30.0041929919,20.0004455811,20.0008651736,40.000295305,-84.8903507097,5909.3547653,5909.3547653,2323.4974909639323
2018-01-28-10:37:47,170,True,22.1840427998,20.208840611,1244.66904134,1848.94150341,50.0,30.000304978,20.0,20.0,40.0,-84.4876754368,5891.2211561,5891.2211561,2340.7628469586743
2018-01-28-10:42:47,171,True,22.4400080716,20.3978517562,1245.1294976,1848.58536441,50.0,30.0024761568,20.0,20.000076275,40.0,-82.5941241542,5743.6253119,5743.6253119,2319.4481476205087
2018-01-28-10:47:47,172,True,22.4061514833,20.3260515107,1245.52450325,1849.49383557,50.0,30.0076654762,20.0,20.0002662166,40.0,-84.1221782127,5790.6580081,5790.6580081,2303.061664953354
2018-01-28-10:52:47,173,True,22.2004477941,20.2881033755,1245.17924521,1849.20235601,50.0,30.0006573808,20.0,20.0,40.0,-82.7045218563,5658.1101992,5658.1101992,2234.766543339016
2018-01-28-10:57:47,174,True,22.0944398505,19.7071936248,1245.00619721,1848.84580457,50.0,30.0004811456,20.0,20.0,40.0,-84.8855945822,5879.1673701,5879.1673701,2314.7107468764193
2018-01-28-11:02:47,175,True,21.9969893118,19.8590741206,1245.15626868,1848.33300291,50.0020577573,30.2298742353,20.0053475511,20.0334409463,40.0019620375,-81.5051864712,5742.1508978,5742.1508978,2300.178745820932
2018-01-28-11:07:47,176,True,21.5164121515,19.268003621,1245.92173465,1850.21095638,50.0,30.0002622372,20.0,20.0,40.0,-79.2333922992,5632.0693614,5632.0693614,2256.3082015053187
2018-01-28-11:12:47,177,True,21.3896473179,19.2021269508,1244.70725551,1848.20783074,50.0,30.0005214555,20.0,20.0,40.0,-77.3003285835,5574.9984201,5574.9984201,2275.069771486132
2018-01-28-11:17:47,178,True,21.2777515385,18.5901103733,1245.5790854,1849.83961168,50.0,30.0,20.0,20.0,40.0,-76.084180098,5593.5689532,5593.5689532,2295.490286711451
2018-01-28-11:22:47,179,True,20.7387036784,18.9366236123,1245.96950081,1849.75416128,50.0008314302,30.2255381141,20.0046748063,20.0223529934,40.0009960073,-75.8788182884,5550.2341893,5550.2341893,2271.924081529518
2018-01-28-11:27:47,180,True,20.5573253928,18.0811077424,1245.56883253,1850.73940002,50.0071890827,30.116478064,20.0114110249,20.0214791745,40.0060222771,-73.0836896962,5402.6085778,5402.6085778,2205.045827463785
2018-01-28-11:32:47,181,True,20.1333350103,18.0116363864,1245.92537039,1849.11856364,50.0,30.0001085524,20.0,20.0000502894,40.0,-73.1641256977,5582.5668997,5582.5668997,2252.2954087863
2018-01-28-11:37:47,182,True,19.9272309058,17.705244117,1246.8336556,1851.85541138,50.0035942366,30.1272965701,20.0047863676,20.0177817084,40.0029227934,-72.8729792675,5537.1631871,5537.1631871,2204.598565802832
2018-01-28-11:42:47,183,True,19.8769739223,17.7533291356,1247.43608725,1852.64900213,50.0,30.000070539,20.0,20.0,40.0,-73.611381717,5654.6800619,5654.6800619,2282.1850801508585
2018-01-28-11:47:47,184,True,19.9622586618,17.6944513463,1247.10191507,1850.96759466,50.0017591536,30.0262636358,20.0028810804,20.0036817011,40.0015214186,-71.8938583275,5604.1538495,5604.1538495,2329.630732986485
2018-01-28-11:52:47,185,True,19.4792601662,17.7047321413,1248.88916737,1855.17272033,50.0056569593,30.1339082887,20.0085675488,20.0239929655,40.0046901706,-73.42580288,5624.1043981,5624.1043981,2256.342432578549
2018-01-28-11:57:47,186,True,20.092192186,17.9124215227,1249.2073264,1857.01214509,50.000255038,30.0562392186,20.0005629878,20.005675116,40.0002317711,-75.1556221414,5734.3618257,5734.3618257,2302.791897356141
2018-01-28-12:02:47,187,True,19.974420119,18.3344498685,1251.29013149,1859.27344862,50.0,30.0002906637,20.0,20.0,40.0,-77.3064258378,5888.0094174,5888.0094174,2369.523167492101
2018-01-28-12:07:47,188,True,20.6317903083,18.6438542884,1251.58643179,1859.43115441,50.0,30.0,20.0,20.0,40.0,-79.7884450229,6009.3142464,6009.3142464,2423.1172549470416
2018-01-28-12:12:47,189,True,20.9261166332,18.9375071871,1253.01878134,1862.21319738,50.0024345334,30.3006854368,20.0074033476,20.0568491601,40.00279989,-79.7072729375,5854.6165945,5854.6165945,2368.597339548056
2018-01-28-12:17:47,190,True,21.5205604143,19.1631492942,1254.52446932,1863.79812631,50.0,30.0,20.0,20.0,40.0,-84.2915690439,6129.9212848,6129.9212848,2394.0609665219717
2018-01-28-12:22:47,191,True,22.1519510106,19.5451459247,1254.85861993,1863.69701187,50.0032395638,30.0095864678,20.0037489054,20.005329185,40.0025923379,-89.7187524904,6290.6415643,6290.6415643,2442.995120677251
2018-01-28-12:27:47,192,True,22.1995572528,19.9745541002,1255.32065657,1864.9274053,50.0009226248,30.0065585718,20.0011294003,20.0016250157,40.0007456169,-89.5604861677,6289.4647434,6289.4647434,2480.4239222553397
2018-01-28-12:32:47,193,True,22.0683320595,20.3692449167,1256.21402619,1867.63401938,50.0003017672,30.0051548175,20.0004462581,20.0005375472,40.0002505116,-89.7895178394,6275.9313105,6275.9313105,2470.3574599043304
2018-01-28-12:37:47,194,True,22.5077457638,21.1097153415,1256.82677228,1868.18846676,50.0001418529,30.0005903575,20.0001651362,20.0002472275,40.0001136046,-92.1685223356,6365.6525213,6365.6525213,2502.885101547128
2018-01-28-12:42:47,195,True,22.588832594,21.162275925,1257.20419031,1868.85720298,50.0,30.0,20.0,20.0,40.0,-90.0473273527,6179.6752777,6179.6752777,2496.6173369772505
2018-01-28-12:47:47,196,True,22.8979140397,21.0211523013,1257.17417778,1869.19251048,50.0,30.0351411756,20.0000607061,20.0015172652,40.0,-87.823298228,6031.5024854,6031.5024854,2488.5634034198824
2018-01-28-12:52:47,197,True,22.5536460636,20.630898499,1257.53662079,1869.08103502,50.0008861634,30.3568726726,20.0027196977,20.043701517,40.0008675659,-82.961286067,5831.2141145,5831.2141145,2474.0712982737236
2018-01-28-12:57:47,198,True,22.1971527506,20.4684097112,1256.56137508,1867.21310141,50.0010753008,30.4216444237,20.0042322534,20.0627126426,40.0011292047,-84.232779162,5991.7830917,5991.7830917,2472.9514500260484
2018-01-28-13:02:47,199,True,21.8223542667,20.2385775786,1256.72379696,1868.38933974,50.0006643447,30.0402950992,20.0008651865,20.0034927106,40.0005380768,-84.4902316974,5956.2962511,5956.2962511,2442.1014015040246
2018-01-28-13:07:47,200,True,21.6164030628,19.5962399433,1255.81038845,1867.27317816,50.0002980907,30.0094353036,20.0003928683,20.0010950726,40.0002454131,-78.1303491956,5718.5600924,5718.5600924,2398.8701894493097
2018-01-28-13:12:47,201,True,20.5614057683,19.2698964339,1255.59339476,1799.1281026,50.0000926368,30.0003914091,20.000107273,20.0001801503,40.0000741401,-72.4933315385,5518.4636345,5518.4636345,2385.9814562852675
2018-01-28-13:17:47,202,True,19.5620410535,18.524456567,1254.91794731,1865.73270354,50.0,30.0,20.0,20.0,40.0,-74.4776835116,5633.784678,5633.784678,2320.5048274821042
2018-01-28-13:22:47,203,True,18.8302822573,18.5735668597,1253.16936194,1604.06617651,50.0001442588,30.001449592,20.0001688863,20.000276087,40.0001155487,-63.2672052421,5331.1155503,5331.1155503,2405.4972804239014
2018-01-28-13:27:47,204,True,17.7041058917,17.537518906,1218.95239014,1837.83040595,50.0284866117,30.6665969642,20.0338306954,20.2274752626,40.0228874389,-66.6764682271,5423.9185777,5423.9185777,2292.347007024964
2018-01-28-13:32:47,205,True,17.0382039727,17.8334078737,1251.82126514,1650.31724226,50.0,30.000855156,20.0,20.0001008659,40.0,-60.2230486097,5290.6588526,5290.6588526,2320.1800004137503
2018-01-28-13:37:47,206,True,16.6438856834,18.2710446513,1251.55826397,1518.33095752,50.0,30.0008470312,20.0000663898,20.0001282841,40.0,-57.7173040705,5223.6312497,5223.6312497,2389.6661634396232
2018-01-28-13:42:47,207,True,16.960971663,16.973109565,1158.24522106,1858.71708302,50.0021391624,30.0439971298,20.0039433707,20.0083055436,40.0019135927,-62.8302780818,5483.2354607,5483.2354607,2387.7734106703733
2018-01-28-13:47:47,208,True,15.4256450395,16.5110312132,1248.25681414,1618.03775408,50.0019345378,30.0116573214,20.0025744804,20.0036431273,40.001557945,-56.7422130136,5336.2190923,5336.2190923,2399.8528540304287
2018-01-28-13:52:47,209,True,17.448867302,14.7704426269,888.125593657,1856.30732053,50.0,30.0,20.0,20.0,40.0,-53.0530989626,5213.6888386,5213.6888386,2403.5098091566074
2018-01-28-13:57:47,210,True,16.2951947277,14.9885944597,1247.73038506,1585.40938085,50.0003884913,30.0731260243,20.0012968442,20.0093396255,40.0003997658,-55.3727266351,5327.3960807,5327.3960807,2425.0581717429427
2018-01-28-14:02:47,211,True,15.39244686,14.9547204697,1244.29566907,1661.94025678,50.0004449081,30.0019390913,20.0005226379,20.000726244,40.0003562421,-55.1593635688,5428.5327135,5428.5327135,2447.1376047297304
2018-01-28-14:07:47,212,True,15.684321963,13.5063802478,974.142221887,1850.55816231,50.0,30.0,20.0,20.0,40.0,-50.2594073769,5241.3472849,5241.3472849,2349.5162145634
2018-01-28-14:12:47,213,True,14.9457607424,14.1611946904,1242.8110756,1518.57647838,50.0001743764,30.0045563899,20.0005911995,20.0005387025,40.0001511055,-49.8326108595,5268.9450648,5268.9450648,2441.5010828471695
2018-01-28-14:17:47,214,True,14.4433268532,14.1308555294,1241.00485378,1696.17329401,50.0002770144,30.0007764028,20.0003216692,20.0004327001,40.0002217839,-52.3627621997,5470.2190799,5470.2190799,2457.2124586300934
2018-01-28-14:22:47,215,True,15.2375861772,13.3846644869,978.928075104,1841.87680558,50.0000511066,30.0006618817,20.000064186,20.0001151033,40.0,-49.282579056,5225.7291328,5225.7291328,2338.493235923554
2018-01-28-14:27:47,216,True,15.2417918451,13.182050718,1239.80957005,1610.81663406,50.0,30.000133721,20.0,20.0,40.0,-49.7173618842,5301.8686702,5301.8686702,2382.49958231226
2018-01-28-14:32:47,217,True,13.7950897997,13.9327862121,1237.11630002,1641.059734,50.0002938919,30.0024632443,20.0005180947,20.0005962583,40.0002419405,-50.234958794,5404.7083787,5404.7083787,2453.7239081436915
2018-01-28-14:37:47,218,True,13.1376899617,12.8677525763,1111.32378071,1837.3027601,50.0001164879,30.0003429848,20.0001363747,20.0001916777,40.0000934546,-49.5683747623,5423.1941538,5423.1941538,2399.7268839463713
2018-01-28-14:42:47,219,True,12.9776999008,13.1455699217,1235.26323179,1570.98406162,50.0,30.0,20.0,20.0,40.0,-46.2146849129,5324.4288778,5324.4288778,2448.7807139659726
2018-01-28-14:47:47,220,True,12.0742397977,12.4543323175,1235.22446975,1673.63960059,50.0001474197,30.0009122647,20.0002046407,20.0002749905,40.000120688,-47.0053000245,5385.3947056,5385.3947056,2403.656689821679
2018-01-28-14:52:47,221,True,12.8673039074,11.4031286928,956.212989267,1832.3412771,50.0,30.000293122,20.0000592003,20.0,40.0,-43.24375467,5248.713744,5248.713744,2393.5514801866484
2018-01-28-14:57:47,222,True,11.8229484825,11.3320494759,1234.30278092,1642.66923806,50.00023542,30.0011796491,20.0003309172,20.0003981462,40.000192006,-43.7812969517,5267.0587245,5267.0587245,2321.613597932393
2018-01-28-15:02:47,223,True,10.8245716024,11.0928656863,1231.88269023,1680.5501114,50.0002913152,30.0006848708,20.0003381194,20.0004088994,40.0002332244,-42.3118919153,5334.9731164,5334.9731164,2352.6682982881252
2018-01-28-15:07:47,224,True,11.2321609477,9.84237999236,984.428556895,1831.30405729,50.0000727193,30.0002209844,20.0001018813,20.0001023473,40.0000588387,-39.3803039063,5110.894038,5110.894038,2234.4812526865608
2018-01-28-15:12:47,225,True,10.8962630318,9.93466860522,1231.94000804,1591.94007625,50.0002184619,30.0007306795,20.0003486823,20.0003176459,40.0001781396,-38.4003530936,5066.6954303,5066.6954303,2183.167963761943
2018-01-28-15:17:47,226,True,9.90100640855,9.2667068079,1231.25124985,1654.91678775,50.0022711834,30.0186635299,20.0040347269,20.0059450672,40.0019641169,-38.0295119584,5139.1931183,5139.1931183,2191.113247291092
2018-01-28-15:22:47,227,True,8.52513120147,10.7050371657,1230.86040798,1428.03398283,50.0,30.0,20.0,20.0,40.0,-33.5602183333,4826.8722738,4826.8722738,2119.3660957873553
2018-01-28-15:27:47,228,True,10.4060772646,8.78367273259,976.155335798,1831.87704738,50.0002483516,30.0037455342,20.0032550878,20.0007703839,40.0002497463,-35.8368802015,4960.9939469,4960.9939469,2098.135203704795
2018-01-28-15:32:47,229,True,9.60713024152,8.80040752615,1230.37802017,1564.01559261,50.0002017242,30.0006431947,20.0004369713,20.0002833834,40.0001657705,-33.7612356078,4984.9450459,4984.9450459,2135.6146636707094
2018-01-28-15:37:47,230,True,8.05749501916,10.613185668,1228.47911456,1327.26822263,50.0,30.0000782626,20.0,20.0,40.0,-30.4166691722,4573.0699105,4573.0699105,1978.529963111153
2018-01-28-15:42:47,231,True,8.28080592204,8.62252194993,1024.41548359,1825.62396545,50.0025616264,30.0139031409,20.0145383098,20.0055714015,40.002689995,-34.1432637004,4891.3677101,4891.3677101,1989.074403911319
2018-01-28-15:47:47,232,True,7.77869493346,9.2433746857,1226.7548268,1362.84787134,50.0,30.0,20.0,20.0,40.0,-28.7484490247,4528.4634198,4528.4634198,1902.6952966017016
2018-01-28-15:52:47,233,True,10.4599670144,7.38986191301,815.49628562,1792.50378081,50.0001001833,30.0002745794,20.0001775663,20.0001360536,40.000081581,-28.3619888416,4540.4797226,4540.4797226,1893.190232082298
2018-01-28-15:57:47,234,True,8.70913299207,9.29866624911,1226.37688985,1250.52560788,50.0001989218,30.0005131241,20.00077646,20.0002271829,40.0001743188,-27.2046957174,4502.6501489,4502.6501489,1990.3610969370452
2018-01-28-16:02:47,235,True,10.7453817099,7.57929506135,814.925703403,1798.9113165,50.0011593257,30.0050528067,20.0016709688,20.0023919029,40.0009383106,-29.1636805413,4517.7163776,4517.7163776,1866.00251077729
2018-01-28-16:07:47,236,True,7.69393976895,9.62543892068,1193.47346863,1207.35695822,50.0,30.0,20.0,20.0,40.0,-25.6577180363,4370.9639275,4370.9639275,1940.0554880628538
2018-01-28-16:12:47,237,True,9.8433227905,8.2333764944,813.79268424,1569.70300367,50.0,30.0,20.0,20.0,40.0,-24.5650893152,4415.1040254,4415.1040254,1998.0402021056873
2018-01-28-16:17:47,238,True,7.02752963687,10.1409875892,1220.2353151,1213.6693004,50.0003373365,30.0007416902,20.0005878487,20.0003894893,40.0002873468,-25.2764578518,4317.4677261,4317.4677261,1854.6749175793934
2018-01-28-16:22:47,239,True,9.70764089939,8.46798868272,811.57345799,1559.75755195,50.0001556139,30.0003082809,20.000181826,20.0001972422,40.0001247162,-24.8692893796,4275.9157883,4275.9157883,1876.2607460867557
2018-01-28-16:27:47,240,True,8.17915468348,10.0761155548,1057.81020631,1205.19953408,50.000340375,30.0006690811,20.0003966134,20.0004242222,40.0002725097,-23.3148494149,4154.4933431,4154.4933431,1868.6257053603345
2018-01-28-16:32:47,241,True,7.67195957179,9.80427513069,1063.2749544,1204.82493959,50.0,30.0,20.0,20.0,40.0,-23.4537335215,4264.7506129,4264.7506129,1969.8000995874036
2018-01-28-16:37:47,242,True,8.11444957048,9.1608036606,809.187104279,1414.03558532,50.0004661493,30.000872874,20.0005386033,20.0005772445,40.0003729299,-21.6126675685,4065.0333629,4065.0333629,1820.7684085170483
2018-01-28-16:42:47,243,True,6.53134680535,9.50689004553,1156.40005086,1201.25742343,50.00025056,30.0008472022,20.0003508845,20.0003899207,40.0002051461,-23.1543550557,4198.0752209,4198.0752209,1814.9204093227165
2018-01-28-16:47:47,244,True,8.91695805259,8.24723047732,807.375443936,1443.66990319,50.0003106957,30.0006086969,20.0003701165,20.0003837158,40.0002493298,-21.7334335176,4012.4247379,4012.4247379,1742.4976664353687
2018-01-28-16:52:47,245,True,8.03806521506,8.10321306275,804.460468033,1367.32785599,50.0001458421,30.0002825465,20.0001762765,20.0001778159,40.0001171721,-19.471123816,4053.8526948,4053.8526948,1862.3296081802146
2018-01-28-16:57:47,246,True,8.79813087731,8.83471851526,961.650535733,1198.12382195,50.0,30.0,20.0,20.0,40.0,-20.0119313984,4022.2426899,4022.2426899,1843.8939975152389
2018-01-28-17:02:47,247,True,9.04018324196,8.0933759029,806.029301183,1286.72754148,50.0,30.0001046258,20.0000625845,20.0000564871,40.0,-18.5500971875,3860.8529228,3860.8529228,1754.4446346207437
2018-01-28-17:07:47,248,True,8.45242666863,8.83644194077,911.579604924,1195.8761586,50.0,30.0,20.0,20.0,40.0,-18.5921871844,3950.2648122,3950.2648122,1826.547770348788
2018-01-28-17:12:47,249,True,8.66942665633,8.62183283126,848.059677447,1194.54034435,50.0001425044,30.0014468633,20.0003073402,20.0002523618,40.0001306354,-17.9282754427,3745.4937829,3745.4937829,1692.6939098471503
2018-01-28-17:17:47,250,True,8.30043041297,8.55396785832,802.988868894,1228.75214885,50.0000542599,30.000340047,20.0001037516,20.000113072,40.0,-17.1733961864,3844.1138677,3844.1138677,1800.114894057439
2018-01-28-17:22:47,251,True,8.43355792219,8.47008758516,787.002679423,1191.85993367,50.0,30.0001744346,20.0,20.0000614424,40.0,-16.6944366316,3662.4314013,3662.4314013,1676.0123295678443
2018-01-28-17:27:47,252,True,8.37145534545,8.49252641692,743.28232902,1190.77554513,50.0014189981,30.0343171759,20.0049545438,20.0106008099,40.0019800326,-15.2631981079,3684.9819178,3684.9819178,1743.7089380347657
2018-01-28-17:32:47,253,True,8.5012544384,8.65031472945,800.760075724,1029.36597612,50.0,30.0,20.0,20.0,40.0,-14.0550807114,3625.8962152,3625.8962152,1789.8655290384231
2018-01-28-17:37:47,254,True,9.48111089028,8.3570641124,561.063193229,1184.27403586,50.0,30.0,20.0,20.0,40.0,-13.2626754302,3602.3825164,3602.3825164,1852.270448152309
2018-01-28-17:42:47,255,True,8.34045192736,8.83256189646,796.683945948,1048.75588316,50.0,30.0,20.0,20.0,40.0,-14.0358139328,3599.7152677,3599.7152677,1748.465585547438
2018-01-28-17:47:47,256,True,8.61573148248,9.20957855502,798.422481938,914.91488677,50.0,30.0,20.0,20.0,40.0,-12.3920257483,3707.6561583,3707.6561583,1986.7025818670618
2018-01-28-17:52:47,257,True,9.48643583615,8.34726359339,521.555933032,1184.1321571,50.0,30.0,20.0,20.0,40.0,-12.378057017,3595.5477456,3595.5477456,1884.312108489125
2018-01-28-17:57:47,258,True,9.18459579783,8.17930763815,583.048320219,1172.13232455,50.0,30.0,20.0,20.0,40.0,-12.6671532099,3654.0909857,3654.0909857,1891.3681081627751
2018-01-28-18:02:47,259,True,8.47671847396,9.17947395244,795.564774993,754.857226221,50.0,30.0002189727,20.0000590102,20.00007124,40.0,-10.4667022866,3481.22855,3481.22855,1929.9913158734432
2018-01-28-18:07:47,260,True,8.77979762365,8.37328056548,784.40043195,991.253503398,50.0001030418,30.0002103974,20.0001207951,20.0001314034,40.0000826326,-12.2568816179,3551.695578,3551.695578,1770.777709550762
2018-01-28-18:12:47,261,True,9.84609392624,8.66797538967,392.265289676,1040.48568525,50.0001328003,30.0006395124,20.0001644003,20.0002252346,40.0001069601,-9.03669926943,3431.489096,3431.489096,1998.521739500654
2018-01-28-18:17:47,262,True,8.04110393361,8.89268977316,783.131136474,921.489667692,50.0,30.0,20.0,20.0,40.0,-11.5490946164,3526.608363,3526.608363,1818.0544309521476
2018-01-28-18:22:47,263,True,8.58649363403,9.83044337822,790.862319649,591.765497026,50.0003425277,30.0053435847,20.0008167692,20.0014602993,40.000335161,-9.19287382299,3346.411345,3346.411345,1966.5257261177728
2018-01-28-18:27:47,264,True,8.73991699045,8.69114803245,545.435666253,1160.90066501,50.0002174369,30.0023872205,20.0003416996,20.0006129371,40.000191194,-11.8985205777,3481.595334,3481.595334,1772.7029982167126
2018-01-28-18:32:47,265,True,9.36333907157,9.06387651357,391.011690076,997.827098436,50.0,30.0001066552,20.0,20.0,40.0,-8.01186439255,3312.157781,3312.157781,1926.3793345637707
2018-01-28-18:37:47,266,True,8.18159218843,9.37198778253,777.437086289,573.999688383,50.0,30.0001769443,20.0,20.0000586574,40.0,-7.39982891781,3194.002189,3194.002189,1848.861192194986
2018-01-28-18:42:47,267,True,9.38783505018,9.04125584577,392.009616267,954.868341645,50.0,30.0,20.0,20.0,40.0,-7.61618555756,3279.93025,3279.93025,1937.2611979283186
2018-01-28-18:47:47,268,True,9.15256459476,9.06207691695,380.749568476,996.193487055,50.0001151968,30.0005001781,20.0001421631,20.0001791898,40.0000932453,-8.04595212825,3113.703946,3113.703946,1744.5928436433019
2018-01-28-18:52:47,269,True,9.59790142161,8.90622274082,393.29780997,900.53560217,50.0,30.0,20.0,20.0,40.0,-7.11574489903,3094.526538,3094.526538,1809.8975528972608
2018-01-28-18:57:47,270,True,8.47279724832,9.24385398517,778.935937288,619.018402323,50.0,30.0,20.0,20.0,40.0,-7.87733508553,3174.033489,3174.033489,1782.792151011634
2018-01-28-19:02:47,271,True,8.85906201486,9.53545240228,659.358425104,577.179964814,50.0,30.0001746049,20.0,20.0000600649,40.0,-6.35241780663,3061.282601,3061.282601,1834.6414133221833
2018-01-28-19:07:47,272,True,9.23166054213,9.31715643432,377.711428357,821.088874378,50.0001519702,30.0024865692,20.0002407102,20.0004010881,40.0001260384,-6.12884726934,2955.918129,2955.918129,1769.6902025162155
2018-01-28-19:12:47,273,True,9.16144639129,9.34484753072,389.66987285,840.338657899,50.0001491261,30.0022570763,20.000227748,20.0003645832,40.0001227821,-6.3672585818,3030.106124,3030.106124,1810.393813748831
2018-01-28-19:17:47,274,True,9.43064832942,9.48708248535,391.814540786,763.86790302,50.0,30.0,20.0,20.0,40.0,-5.90428946773,2930.276741,2930.276741,1788.1370355478273
2018-01-28-19:22:47,275,True,9.71852374043,9.61059377125,386.925021298,724.391648307,50.0,30.0,20.0,20.0,40.0,-5.43860230455,2911.85294,2911.85294,1814.4170036136668
2018-01-28-19:27:47,276,True,9.77784790265,9.62863800836,391.436416884,730.166569983,50.0,30.0,20.0,20.0,40.0,-5.46774876676,2940.166355,2940.166355,1831.4153402630536
2018-01-28-19:32:47,277,True,9.93623506301,9.83164962564,388.933319383,640.832885199,50.0,30.0,20.0,20.0,40.0,-4.64583670255,2701.570182,2701.570182,1690.8147010712664
2018-01-28-19:37:47,278,True,9.91036536953,9.9671510905,403.685829726,588.511959003,50.0023569602,30.0000800133,20.0037794467,20.0014513597,40.0024832297,-4.08943360671,2610.292049,2610.292049,1638.8696353836601
2018-01-28-19:42:47,279,True,9.93628388633,10.0169370249,390.869759793,564.402978637,50.0,30.0,20.0,20.0,40.0,-3.70765060931,2552.159788,2552.159788,1619.231310777294
2018-01-28-19:47:47,280,True,10.3769264659,9.94902031613,263.463850847,578.087254249,50.0,30.0,20.0,20.0,40.0,-2.41657822533,2279.126731,2279.126731,1465.3427411052987
2018-01-28-19:52:47,281,True,10.299297393,10.0653702996,292.870327973,580.109360981,50.0,30.0,20.0,20.0,40.0,-2.77714121854,2326.33956,2326.33956,1480.218318438347
2018-01-28-19:57:47,282,True,10.0670593524,10.1819279854,390.530513662,546.156399377,50.0,30.0000601956,20.0,20.0,40.0,-3.49952513259,2382.40882,2382.40882,1471.1647584275504
2018-01-28-20:02:47,283,True,10.7430461637,10.135177388,185.500303991,580.134476554,50.0,30.0,20.0,20.0,40.0,-1.62317939475,2157.220379,2157.220379,1421.2391533892865
2018-01-28-20:07:47,284,True,10.4057545642,10.2064106608,298.65708995,579.915169828,50.0,30.0,20.0,20.0,40.0,-2.9793880526,2344.201444,2344.201444,1492.371433202217
2018-01-28-20:12:47,285,True,11.0826816542,10.2207228108,179.086911069,578.534680868,50.0,30.0,20.0,20.0,40.0,-1.60547006736,2188.654058,2188.654058,1460.3426807751264
2018-01-28-20:17:47,286,True,10.3762844425,10.7500171552,390.150413919,393.637471981,50.0,30.0,20.0,20.0,40.0,-1.97939464264,2192.243552,2192.243552,1437.7225539053613
2018-01-28-20:22:47,287,True,10.9593048451,10.3915565996,208.318869032,579.448521629,50.0,30.0,20.0,20.0,40.0,-2.00229122676,2223.199682,2223.199682,1464.1540687913941
2018-01-28-20:27:47,288,True,20.1235545133,19.0877227372,0.0,0.0,50.0,105.307057579,20.0,62.4713972852,40.0,13.1744153523,1317.531306,1317.531306,1478.6508614869742
