Cleared_time,market_id,ACOPF_solved,cleared_price_18,cleared_price_57,cleared_quantity_18 (kW),cleared_quantity_57 (kW),DG_13_output (kW),DG_57_output (kW),DG_7_output (kW),DG_18_output (kW),DG_56_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads (kW)
2018-02-10-00:14:39,102,True,47.7318507401,48.4939812266,454.447177007,477.877952139,138.490833881,156.818056569,67.3513624106,75.5302582577,66.2022854735,-27.3640299755,1882.92068006,1882.92068006,1454.98834751
2018-02-10-00:19:39,103,True,49.1561617291,48.3538567125,233.678775696,564.089890095,137.489895696,155.149831093,66.8701458946,74.9344607298,65.3950810661,-20.3869308181,1890.80386537,1890.80386537,1592.87461406
2018-02-10-00:24:39,104,True,49.1362775573,48.9846281249,413.02467863,482.148754714,140.205001993,159.67500345,68.1754816184,76.5505964243,67.5846791512,-25.2914207988,1890.4543784,1890.4543784,1507.47170769
2018-02-10-00:29:39,105,True,49.2079998717,49.5330607876,475.675173478,553.674525076,142.926258696,164.210431237,69.4837782048,78.1703920768,69.779240945,-32.3774760283,2073.80104918,2073.80104918,1569.02145178
2018-02-10-00:34:39,106,True,49.7646875878,49.8604914139,412.038967351,577.23382489,143.905025158,165.841708656,69.9543390303,78.7529911601,70.5685687209,-30.2724717719,2066.37319658,2066.37319658,1606.12303706
2018-02-10-00:39:39,107,True,49.8252867918,50.5156750579,522.086095124,573.537791583,146.691587423,170.485979108,71.2940324071,80.411659177,72.8157963624,-36.0427438886,2112.51350702,2112.51350702,1558.58867479
2018-02-10-00:44:39,108,True,50.5939955478,50.9480551254,489.741256377,665.913477852,149.380909787,174.968186977,72.5869784855,82.0124458715,74.9846074771,-39.439523306,2225.68487071,2225.68487071,1623.96326508
2018-02-10-00:49:39,109,True,51.4775312206,51.1260964036,349.428845096,759.170355842,150.064230982,176.107054309,72.9154990055,82.419184589,75.5356722132,-36.8619211489,2172.89081772,2172.89081772,1621.33325788
2018-02-10-00:54:39,110,True,51.8436471021,51.9539360057,509.304514186,688.55050495,153.16560691,181.276015232,74.4065443142,84.2652418615,78.0367824185,-41.8638573382,2323.10019032,2323.10019032,1696.39536192
2018-02-10-00:59:39,111,True,52.3044073359,52.8672218384,541.362067377,662.885161022,156.150520544,186.250871617,75.8415986771,86.0419762061,80.4439711507,-42.4230728274,2341.53262826,2341.53262826,1722.01433806
2018-02-10-01:04:39,112,True,53.106397242,53.3919408591,522.218036052,702.347322925,158.98412289,190.973541207,77.203908625,87.7286442474,82.7291336605,-43.7316845392,2365.64937553,2365.64937553,1738.70336718
2018-02-10-01:09:39,113,True,53.6525129668,53.7717499929,525.144269068,796.769775503,161.796311114,195.660520517,78.5559223985,89.4025658549,84.997026655,-49.5043405766,2514.8513005,2514.8513005,1803.34960247
2018-02-10-01:14:39,114,True,54.3976235811,54.3519726878,544.201127465,837.856020309,164.30054076,199.834236275,79.7598788634,90.8931787919,87.0165664724,-53.252238461,2477.10416261,2477.10416261,1716.851416
2018-02-10-01:19:39,115,True,54.5701778784,54.7529618689,517.721058139,855.663831298,165.28922873,201.482049521,80.2352098101,91.4816835342,87.8138954752,-52.7387575858,2594.55362152,2594.55362152,1847.47079915
2018-02-10-01:24:39,116,True,55.049290704,55.519048203,604.064757254,837.330072706,168.003392435,206.0056559,81.5400961245,93.0972572645,90.0027372799,-57.0446347896,2619.8758817,2619.8758817,1817.13019074
2018-02-10-01:29:39,117,True,56.0110102384,56.0336431078,568.205328644,899.044355946,170.682900695,210.471502568,82.8283214138,94.6922026611,92.1636307803,-58.9008763647,2601.08596377,2601.08596377,1784.6748373
2018-02-10-01:34:39,118,True,56.6800477698,56.6243277803,580.517863314,882.348569185,173.676173768,215.460290973,84.2673956023,96.4739128349,94.5775607,-58.9284666004,2759.74887916,2759.74887916,1961.33778054
2018-02-10-01:39:39,119,True,57.3252318243,57.3937185014,642.630686174,844.319095471,175.71449858,218.857499312,85.2473594736,97.6872014981,96.2213712635,-60.5361131497,2629.15149973,2629.15149973,1815.92964821
2018-02-10-01:44:39,120,True,57.8700636781,57.8012741256,592.565894052,1034.61205869,178.113934096,222.856557981,86.4009330857,99.1154369924,98.1563994603,-69.5197959373,2885.140951,2885.140951,1942.60625987
2018-02-10-01:49:39,121,True,58.2448944106,58.5210555261,680.15574579,957.312583163,179.456675977,225.094461181,87.0464823895,99.9146881326,99.2392558859,-70.2231512201,2801.126615,2801.126615,1854.40984961
2018-02-10-01:54:39,122,True,59.0046038209,59.2346614784,637.954943048,1073.14113981,181.878765911,229.131277588,88.2109479194,101.356408385,101.192554088,-75.1613368585,2914.41258885,2914.41258885,1905.08645989
2018-02-10-01:59:39,123,True,59.5126585159,59.7809165138,706.669411592,1037.06306837,183.668388429,232.113981774,89.0713433843,102.421659911,102.635798059,-77.4230407318,3008.50739707,3008.50739707,1974.68608866
2018-02-10-02:04:39,124,True,59.754447001,60.2483819245,782.117190864,988.433190361,185.731500912,235.55250295,90.0632244469,103.649703162,104.299598759,-79.4072965012,3058.70566218,3058.70566218,2007.45181118
2018-02-10-02:09:39,125,True,60.5411825854,60.6226028563,643.390792331,1165.13758192,187.570785965,238.617977776,90.9474948904,104.744515702,105.782892922,-82.0050810265,3041.58090425,3041.58090425,1960.71619726
2018-02-10-02:14:39,126,True,61.162684818,60.9959750841,729.553538471,1145.00909399,189.534119731,241.890200457,91.8914044587,105.913166728,107.366226379,-86.7156711505,3252.50867515,3252.50867515,2114.54116044
